gamePk,season,level_name,play_idx,pitcher_id,pitcher_name,batter_id,runner_id,balls,strikes,outs,runner_state,event_type,base_to
725645,2023,AA,22,663632,Troy Miller,694359,,3,3,3,1__,CS,second
725645,2023,AA,32,663500,Hunter Parsons,694377,,4,2,2,1__,SB,second
725645,2023,AA,34,663500,Hunter Parsons,694359,,3,3,3,1__,SB,second
725645,2023,AA,66,689876,Dylan Hall,689651,,3,2,1,1__,SB,second
724470,2023,AA,73,669804,Angel De Jesus,669384,,1,3,3,1__,SB,second
725107,2023,AA,16,676881,Garrett Schoenle,683357,,3,3,3,1__,SB,second
725107,2023,AA,67,679346,Edgar Navarro,663891,,2,1,3,12_,SB,third
725712,2023,AA,4,701859,Justin Armbruester,691011,,1,3,1,1__,SB,second
725712,2023,AA,13,701859,Justin Armbruester,677647,,2,1,3,1__,SB,second
725712,2023,AA,38,688433,Jared Biddy,677008,,2,1,1,12_,SB,second
725712,2023,AA,39,688433,Jared Biddy,691723,,1,2,1,12_,SB,second
725712,2023,AA,59,688125,Dylan Spain,687833,,3,2,1,1__,CS,second
720947,2023,AA,19,680451,Mason Erla,677956,,3,3,3,1__,SB,second
728872,2023,AA,52,672866,Jose E. Martinez,669442,,2,2,0,12_,SB,second
728872,2023,AA,69,657752,Logan Sawyer,683735,,2,3,2,1__,CS,second
729146,2023,AA,49,656206,Jeff Bain,665750,,0,3,3,1__,SB,second
729213,2023,AA,1,681293,Spencer Arrighetti,689070,,2,0,0,12_,SB,second
729213,2023,AA,13,681293,Spencer Arrighetti,660844,,4,1,1,1__,SB,second
729213,2023,AA,39,682243,Bryce Miller,694376,,2,3,3,1__,SB,second
729213,2023,AA,44,678789,Julio Robaina,647255,,4,2,2,_2_,SB,third
729213,2023,AA,67,643494,A.J. Puckett,667690,,2,0,3,1__,SB,second
729009,2023,AA,12,685107,Anthony Veneziano,676063,,3,3,3,1__,SB,second
723956,2023,AA,23,622703,Ronald Herrera,677592,,2,3,3,1__,SB,second
723956,2023,AA,43,666301,Indigo Diaz,676667,,3,2,2,_23,SB,third
723956,2023,AA,51,666301,Indigo Diaz,671276,,1,3,2,1__,SB,second
724399,2023,AA,35,687606,Paxton Schultz,687019,,0,3,1,1__,SB,second
724399,2023,AA,43,684946,Nick Fraze,680779,,0,1,2,_2_,SB,third
725642,2023,AA,28,679013,Sammy Tavarez,681468,,2,3,2,12_,SB,second
725642,2023,AA,53,681320,Nate Lavender,694377,,2,3,3,1__,CS,second
723954,2023,AA,4,671131,Jackson Rutledge,691176,,3,1,1,12_,SB,second
723954,2023,AA,35,670873,Lisandro Santos,665987,,4,2,1,1__,SB,second
723954,2023,AA,37,670873,Lisandro Santos,660530,,3,0,3,12_,SB,third
723954,2023,AA,42,668697,Reid Schaller,677592,,0,1,2,123,SB,third
723954,2023,AA,55,663359,Justin Maese,671276,,2,1,3,1__,SB,second
725105,2023,AA,26,696136,Jordan Wicks,677068,,2,2,2,123,SB,third
725105,2023,AA,59,690407,Dalton Stambaugh,677068,,3,1,1,12_,SB,second
725105,2023,AA,63,663443,Luke Shilling,668664,,4,0,0,1__,SB,second
725105,2023,AA,73,643357,Ben Hecht,643549,,2,1,3,1_3,CS,home
724465,2023,AA,20,687102,Ross Carver,687724,,4,2,2,12_,SB,second
724465,2023,AA,39,681916,Dylan Smith,666178,,4,0,0,1__,SB,second
725707,2023,AA,23,687486,Fineas Del Bonta-Smith,687981,,4,1,1,1__,SB,second
725707,2023,AA,34,687486,Fineas Del Bonta-Smith,677008,,4,0,1,1__,SB,second
725707,2023,AA,42,656848,Michael Petersen,679628,,3,3,1,1__,SB,second
725707,2023,AA,48,674175,Houston Roth,696100,,2,2,2,1__,CS,second
721015,2023,AA,9,690978,Dax Fulton,681715,,3,2,2,1__,SB,second
721015,2023,AA,18,690978,Dax Fulton,687020,,1,3,2,1__,SB,second
721015,2023,AA,19,690978,Dax Fulton,668853,,3,3,3,_2_,SB,third
721015,2023,AA,43,686762,Austin Roberts,671976,,2,0,1,123,SB,third
