team_id,team_name,season,level_id,level_name,month,games,sb,cs,attempts,sb_allowed,cs_allowed,attempts_allowed,success_rate,success_rate_allowed
102,Round Rock Express,2021,11,AAA,5,26,35,12,47,15,5,20,0.7446808510638298,0.75
102,Round Rock Express,2021,11,AAA,6,28,31,12,43,19,8,27,0.7209302325581395,0.7037037037037037
102,Round Rock Express,2021,11,AAA,7,30,22,11,33,19,11,30,0.6666666666666666,0.6333333333333333
102,Round Rock Express,2021,11,AAA,8,30,7,8,15,30,6,36,0.4666666666666667,0.8333333333333334
102,Round Rock Express,2021,11,AAA,9,25,7,3,10,28,8,36,0.7,0.7777777777777778
102,Round Rock Express,2021,11,AAA,10,3,0,1,1,1,1,2,0.0,0.5
105,Sacramento River Cats,2021,11,AAA,5,23,17,4,21,10,3,13,0.8095238095238095,0.7692307692307693
105,Sacramento River Cats,2021,11,AAA,6,26,9,6,15,19,6,25,0.6,0.76
105,Sacramento River Cats,2021,11,AAA,7,29,21,5,26,22,5,27,0.8076923076923077,0.8148148148148148
105,Sacramento River Cats,2021,11,AAA,8,27,30,3,33,10,10,20,0.9090909090909091,0.5
105,Sacramento River Cats,2021,11,AAA,9,28,9,6,15,9,4,13,0.6,0.6923076923076923
105,Sacramento River Cats,2021,11,AAA,10,3,3,1,4,1,0,1,0.75,1.0
106,Erie SeaWolves,2021,12,AA,5,27,16,9,25,6,7,13,0.64,0.46153846153846156
106,Erie SeaWolves,2021,12,AA,6,32,32,6,38,19,7,26,0.8421052631578947,0.7307692307692307
106,Erie SeaWolves,2021,12,AA,7,39,19,10,29,15,13,28,0.6551724137931034,0.5357142857142857
106,Erie SeaWolves,2021,12,AA,8,4,1,1,2,1,1,2,0.5,0.5
233,Charleston RiverDogs,2019,14,A,4,4,3,3,6,4,0,4,0.5,1.0
233,Charleston RiverDogs,2019,14,A,5,30,27,15,42,23,8,31,0.6428571428571429,0.7419354838709677
233,Charleston RiverDogs,2019,14,A,6,29,19,11,30,36,14,50,0.6333333333333333,0.72
233,Charleston RiverDogs,2019,14,A,7,34,46,20,66,29,11,40,0.696969696969697,0.725
233,Charleston RiverDogs,2019,14,A,8,29,32,14,46,25,13,38,0.6956521739130435,0.6578947368421053
233,Charleston RiverDogs,2019,14,A,9,2,2,1,3,1,0,1,0.6666666666666666,1.0
234,Durham Bulls,2021,11,AAA,5,27,20,8,28,26,9,35,0.7142857142857143,0.7428571428571429
234,Durham Bulls,2021,11,AAA,6,27,23,5,28,16,7,23,0.8214285714285714,0.6956521739130435
234,Durham Bulls,2021,11,AAA,7,30,32,11,43,17,5,22,0.7441860465116279,0.7727272727272727
234,Durham Bulls,2021,11,AAA,8,29,42,11,53,19,11,30,0.7924528301886793,0.6333333333333333
234,Durham Bulls,2021,11,AAA,9,29,31,8,39,13,6,19,0.7948717948717948,0.6842105263157895
234,Durham Bulls,2021,11,AAA,10,3,0,2,2,0,2,2,0.0,0.0
235,Memphis Redbirds,2021,11,AAA,5,24,12,6,18,14,6,20,0.6666666666666666,0.7
235,Memphis Redbirds,2021,11,AAA,6,35,14,6,20,39,8,47,0.7,0.8297872340425532
235,Memphis Redbirds,2021,11,AAA,7,36,16,8,24,15,7,22,0.6666666666666666,0.6818181818181818
235,Memphis Redbirds,2021,11,AAA,8,30,8,10,18,22,6,28,0.4444444444444444,0.7857142857142857
235,Memphis Redbirds,2021,11,AAA,9,29,18,10,28,19,11,30,0.6428571428571429,0.6333333333333333
235,Memphis Redbirds,2021,11,AAA,10,3,1,0,1,0,1,1,1.0,0.0
237,Midland RockHounds,2021,12,AA,5,24,17,5,22,18,11,29,0.7727272727272727,0.6206896551724138
237,Midland RockHounds,2021,12,AA,6,29,17,6,23,32,20,52,0.7391304347826086,0.6153846153846154
237,Midland RockHounds,2021,12,AA,7,30,16,6,22,18,7,25,0.7272727272727273,0.72
237,Midland RockHounds,2021,12,AA,8,3,5,1,6,1,1,2,0.8333333333333334,0.5
238,Oklahoma City Dodgers,2021,11,AAA,5,23,8,2,10,30,6,36,0.8,0.8333333333333334
238,Oklahoma City Dodgers,2021,11,AAA,6,28,16,3,19,15,6,21,0.8421052631578947,0.7142857142857143
238,Oklahoma City Dodgers,2021,11,AAA,7,30,13,6,19,15,7,22,0.6842105263157895,0.6818181818181818
238,Oklahoma City Dodgers,2021,11,AAA,8,27,10,7,17,11,6,17,0.5882352941176471,0.6470588235294118
238,Oklahoma City Dodgers,2021,11,AAA,9,25,10,3,13,13,2,15,0.7692307692307693,0.8666666666666667
238,Oklahoma City Dodgers,2021,11,AAA,10,3,5,1,6,3,0,3,0.8333333333333334,1.0
247,Birmingham Barons,2021,12,AA,5,27,33,6,39,17,14,31,0.8461538461538461,0.5483870967741935
247,Birmingham Barons,2021,12,AA,6,30,33,5,38,11,10,21,0.868421052631579,0.5238095238095238
247,Birmingham Barons,2021,12,AA,7,41,51,12,63,21,21,42,0.8095238095238095,0.5
247,Birmingham Barons,2021,12,AA,8,3,7,3,10,2,0,2,0.7,1.0
260,Tulsa Drillers,2021,12,AA,5,24,14,7,21,22,9,31,0.6666666666666666,0.7096774193548387
260,Tulsa Drillers,2021,12,AA,6,27,23,12,35,29,15,44,0.6571428571428571,0.6590909090909091
260,Tulsa Drillers,2021,12,AA,7,32,18,1,19,29,4,33,0.9473684210526315,0.8787878787878788
260,Tulsa Drillers,2021,12,AA,8,3,0,0,0,0,0,0,,
342,Albuquerque Isotopes,2021,11,AAA,5,23,18,1,19,18,10,28,0.9473684210526315,0.6428571428571429
342,Albuquerque Isotopes,2021,11,AAA,6,25,9,6,15,14,10,24,0.6,0.5833333333333334
342,Albuquerque Isotopes,2021,11,AAA,7,33,21,5,26,34,9,43,0.8076923076923077,0.7906976744186046
342,Albuquerque Isotopes,2021,11,AAA,8,31,14,7,21,19,9,28,0.6666666666666666,0.6785714285714286
342,Albuquerque Isotopes,2021,11,AAA,9,27,11,4,15,20,11,31,0.7333333333333333,0.6451612903225806
342,Albuquerque Isotopes,2021,11,AAA,10,3,1,0,1,3,1,4,1.0,0.75
400,Las Vegas Aviators,2021,11,AAA,5,23,15,2,17,11,5,16,0.8823529411764706,0.6875
400,Las Vegas Aviators,2021,11,AAA,6,25,2,4,6,9,4,13,0.3333333333333333,0.6923076923076923
400,Las Vegas Aviators,2021,11,AAA,7,30,5,0,5,19,6,25,1.0,0.76
400,Las Vegas Aviators,2021,11,AAA,8,27,11,4,15,14,4,18,0.7333333333333333,0.7777777777777778
400,Las Vegas Aviators,2021,11,AAA,9,25,20,1,21,12,6,18,0.9523809523809523,0.6666666666666666
400,Las Vegas Aviators,2021,11,AAA,10,3,0,0,0,0,0,0,,
402,Akron RubberDucks,2021,12,AA,5,33,19,19,38,13,7,20,0.5,0.65
402,Akron RubberDucks,2021,12,AA,6,35,34,6,40,26,12,38,0.85,0.6842105263157895
402,Akron RubberDucks,2021,12,AA,7,34,35,15,50,10,10,20,0.7,0.5
402,Akron RubberDucks,2021,12,AA,8,4,3,1,4,1,1,2,0.75,0.5
404,AZL Angels,2019,16,Rookie,6,11,4,1,5,21,9,30,0.8,0.7
404,AZL Angels,2019,16,Rookie,7,20,15,9,24,48,12,60,0.625,0.8
404,AZL Angels,2019,16,Rookie,8,21,22,14,36,41,19,60,0.6111111111111112,0.6833333333333333
405,AZL Athletics Green,2019,16,Rookie,6,11,16,4,20,23,7,30,0.8,0.7666666666666667
405,AZL Athletics Green,2019,16,Rookie,7,21,15,16,31,24,16,40,0.4838709677419355,0.6
405,AZL Athletics Green,2019,16,Rookie,8,23,25,11,36,42,13,55,0.6944444444444444,0.7636363636363637
406,AZL Brewers Gold,2019,16,Rookie,6,11,17,8,25,11,4,15,0.68,0.7333333333333333
406,AZL Brewers Gold,2019,16,Rookie,7,21,23,11,34,29,11,40,0.6764705882352942,0.725
406,AZL Brewers Gold,2019,16,Rookie,8,21,29,8,37,24,18,42,0.7837837837837838,0.5714285714285714
407,AZL Cubs 1,2019,16,Rookie,6,11,21,6,27,7,7,14,0.7777777777777778,0.5
407,AZL Cubs 1,2019,16,Rookie,7,20,35,14,49,36,7,43,0.7142857142857143,0.8372093023255814
407,AZL Cubs 1,2019,16,Rookie,8,21,30,18,48,42,9,51,0.625,0.8235294117647058
408,AZL Giants Black,2019,16,Rookie,6,11,10,6,16,19,7,26,0.625,0.7307692307692307
408,AZL Giants Black,2019,16,Rookie,7,22,29,17,46,46,9,55,0.6304347826086957,0.8363636363636363
408,AZL Giants Black,2019,16,Rookie,8,23,24,16,40,42,4,46,0.6,0.9130434782608695
409,AZL Mariners,2019,16,Rookie,6,11,9,2,11,7,6,13,0.8181818181818182,0.5384615384615384
409,AZL Mariners,2019,16,Rookie,7,21,27,11,38,34,5,39,0.7105263157894737,0.8717948717948718
409,AZL Mariners,2019,16,Rookie,8,21,18,6,24,30,9,39,0.75,0.7692307692307693
410,AZL Padres 1,2019,16,Rookie,6,11,18,7,25,12,5,17,0.72,0.7058823529411765
410,AZL Padres 1,2019,16,Rookie,7,21,32,7,39,18,17,35,0.8205128205128205,0.5142857142857142
410,AZL Padres 1,2019,16,Rookie,8,21,16,7,23,26,12,38,0.6956521739130435,0.6842105263157895
411,AZL Rangers,2019,16,Rookie,6,12,14,5,19,14,2,16,0.7368421052631579,0.875
411,AZL Rangers,2019,16,Rookie,7,21,30,11,41,35,7,42,0.7317073170731707,0.8333333333333334
411,AZL Rangers,2019,16,Rookie,8,20,36,9,45,25,7,32,0.8,0.78125
412,AZL Royals,2019,16,Rookie,6,11,5,7,12,10,3,13,0.4166666666666667,0.7692307692307693
412,AZL Royals,2019,16,Rookie,7,22,33,6,39,29,14,43,0.8461538461538461,0.6744186046511628
412,AZL Royals,2019,16,Rookie,8,26,48,15,63,39,6,45,0.7619047619047619,0.8666666666666667
416,Louisville Bats,2021,11,AAA,5,24,14,3,17,13,6,19,0.8235294117647058,0.6842105263157895
416,Louisville Bats,2021,11,AAA,6,34,16,6,22,12,6,18,0.7272727272727273,0.6666666666666666
416,Louisville Bats,2021,11,AAA,7,36,25,12,37,18,6,24,0.6756756756756757,0.75
416,Louisville Bats,2021,11,AAA,8,27,9,6,15,14,6,20,0.6,0.7
416,Louisville Bats,2021,11,AAA,9,29,6,5,11,11,4,15,0.5454545454545454,0.7333333333333333
416,Louisville Bats,2021,11,AAA,10,3,1,0,1,0,1,1,1.0,0.0
418,Bowie Baysox,2021,12,AA,5,34,16,11,27,14,6,20,0.5925925925925926,0.7
418,Bowie Baysox,2021,12,AA,6,26,20,7,27,17,10,27,0.7407407407407407,0.6296296296296297
418,Bowie Baysox,2021,12,AA,7,36,12,11,23,17,8,25,0.5217391304347826,0.68
418,Bowie Baysox,2021,12,AA,8,4,2,2,4,5,1,6,0.5,0.8333333333333334
420,Burlington Bees,2019,14,A,4,7,1,2,3,6,2,8,0.3333333333333333,0.75
420,Burlington Bees,2019,14,A,5,50,34,7,41,70,18,88,0.8292682926829268,0.7954545454545454
420,Burlington Bees,2019,14,A,6,30,22,8,30,38,10,48,0.7333333333333333,0.7916666666666666
420,Burlington Bees,2019,14,A,7,28,19,17,36,17,17,34,0.5277777777777778,0.5
420,Burlington Bees,2019,14,A,8,30,28,8,36,43,9,52,0.7777777777777778,0.8269230769230769
420,Burlington Bees,2019,14,A,9,2,0,1,1,1,1,2,0.0,0.5
421,Montgomery Biscuits,2021,12,AA,5,25,21,14,35,22,5,27,0.6,0.8148148148148148
421,Montgomery Biscuits,2021,12,AA,6,37,35,19,54,27,12,39,0.6481481481481481,0.6923076923076923
421,Montgomery Biscuits,2021,12,AA,7,38,23,17,40,23,8,31,0.575,0.7419354838709677
421,Montgomery Biscuits,2021,12,AA,8,7,13,3,16,2,1,3,0.8125,0.6666666666666666
422,Buffalo Bisons,2021,11,AAA,5,29,32,18,50,21,4,25,0.64,0.84
422,Buffalo Bisons,2021,11,AAA,6,35,28,9,37,28,9,37,0.7567567567567568,0.7567567567567568
422,Buffalo Bisons,2021,11,AAA,7,45,15,6,21,17,6,23,0.7142857142857143,0.7391304347826086
422,Buffalo Bisons,2021,11,AAA,8,36,25,9,34,25,5,30,0.7352941176470589,0.8333333333333334
422,Buffalo Bisons,2021,11,AAA,9,28,35,6,41,18,2,20,0.8536585365853658,0.9
422,Buffalo Bisons,2021,11,AAA,10,3,0,1,1,0,0,0,0.0,
427,Lakewood BlueClaws,2019,14,A,4,4,1,4,5,6,3,9,0.2,0.6666666666666666
427,Lakewood BlueClaws,2019,14,A,5,36,40,10,50,29,13,42,0.8,0.6904761904761905
427,Lakewood BlueClaws,2019,14,A,6,32,36,25,61,20,18,38,0.5901639344262295,0.5263157894736842
427,Lakewood BlueClaws,2019,14,A,7,31,35,11,46,30,10,40,0.7608695652173914,0.75
