gamePk,season,level_name,play_idx,pitcher_id,pitcher_name,batter_id,balls,strikes,outs,runner_state,opp_1b_2b,opp_2b_3b
672949,2022,AA,7,672773,Elvis Luciano,661250,1,1,0,1_3,1,0
672949,2022,AA,10,672773,Elvis Luciano,676280,2,2,2,_2_,0,1
672949,2022,AA,11,672773,Elvis Luciano,669069,1,0,2,_2_,0,1
672949,2022,AA,14,669684,Chris Murphy,665782,4,0,0,1__,1,0
672949,2022,AA,17,669684,Chris Murphy,671088,4,2,2,12_,0,1
672949,2022,AA,20,672773,Elvis Luciano,666152,0,2,0,_2_,0,1
672949,2022,AA,24,672773,Elvis Luciano,676627,1,2,2,1__,1,0
672949,2022,AA,31,674178,Parker Caracci,663526,2,2,1,1__,1,0
672949,2022,AA,33,674178,Parker Caracci,683766,2,3,2,1__,1,0
672949,2022,AA,43,680765,Joey Murray,668888,4,0,2,1__,1,0
672949,2022,AA,44,680765,Joey Murray,663526,4,1,2,12_,0,1
672949,2022,AA,49,687926,Zach Bryant,674330,4,1,0,1__,1,0
672949,2022,AA,50,687926,Zach Bryant,682619,4,0,0,12_,0,1
672949,2022,AA,54,665996,Oddanier Mosqueda,665782,2,2,2,_2_,0,1
672949,2022,AA,55,665996,Oddanier Mosqueda,683770,0,1,2,1_3,1,0
672949,2022,AA,61,686608,Jacob Wallace,674330,3,2,0,1__,1,0
672949,2022,AA,64,686608,Jacob Wallace,672823,1,3,3,12_,0,1
672949,2022,AA,87,681464,Frank German,683770,2,3,3,1__,1,0
673601,2022,AA,7,669387,Carmen Mlodzinski,669675,1,0,0,1__,1,0
673601,2022,AA,10,669387,Carmen Mlodzinski,656508,0,0,1,1_3,1,0
673601,2022,AA,11,669387,Carmen Mlodzinski,658677,1,1,3,1__,1,0
673601,2022,AA,14,622703,Ronald Herrera,670190,0,0,3,1__,1,0
673601,2022,AA,26,669387,Carmen Mlodzinski,656508,4,2,2,1__,1,0
673601,2022,AA,27,680804,Bear Bellomy,658677,0,0,2,12_,0,1
673601,2022,AA,32,622703,Ronald Herrera,678894,0,0,2,1__,1,0
673601,2022,AA,41,622703,Ronald Herrera,670208,1,0,2,1__,1,0
673601,2022,AA,45,680804,Bear Bellomy,656508,0,2,1,12_,0,1
673601,2022,AA,50,622230,Andrew Lee,678894,1,1,1,1__,1,0
673601,2022,AA,67,656473,Brian Gonzalez,665975,3,2,2,_2_,0,1
673601,2022,AA,71,670416,Zach Matson,657675,3,3,1,1__,1,0
673601,2022,AA,75,643232,Matt Brill,670208,4,1,0,1__,1,0
673601,2022,AA,77,643232,Matt Brill,669707,1,1,2,12_,0,1
673601,2022,AA,78,643232,Matt Brill,669261,2,0,3,1__,1,0
673224,2022,AA,12,671106,Logan Allen,676811,0,1,1,_2_,0,1
673224,2022,AA,26,671106,Logan Allen,686531,4,2,0,1__,1,0
673224,2022,AA,27,671106,Logan Allen,668667,2,2,2,12_,0,1
673224,2022,AA,36,687330,Kevin Kelly,680763,3,3,2,1__,1,0
673224,2022,AA,46,656619,Chance Kirby,663834,1,0,2,1__,1,0
673224,2022,AA,49,676520,Manuel Alvarez,681481,4,1,0,1__,1,0
673224,2022,AA,51,676520,Manuel Alvarez,650700,1,1,2,12_,0,1
673224,2022,AA,52,676520,Manuel Alvarez,680763,2,1,2,1__,1,0
673224,2022,AA,60,676711,Nick Gallagher,676811,1,0,3,1__,1,0
672664,2022,AA,3,663704,James McArthur,665953,1,3,3,1__,1,0
672664,2022,AA,8,663704,James McArthur,663604,0,0,1,1__,1,0
672664,2022,AA,10,663704,James McArthur,661733,1,2,3,_2_,0,1
672664,2022,AA,12,665622,Luis Medina,681351,4,1,0,1__,1,0
672664,2022,AA,14,665622,Luis Medina,687347,4,2,1,12_,0,1
672664,2022,AA,16,665622,Luis Medina,666695,4,1,2,1__,1,0
672664,2022,AA,20,663704,James McArthur,685313,1,0,1,_2_,0,1
672664,2022,AA,26,667435,Barrett Loseke,681351,1,2,2,1__,1,0
672664,2022,AA,29,663704,James McArthur,663604,4,1,0,12_,0,1
672664,2022,AA,30,663704,James McArthur,663368,2,3,1,1_3,1,0
672664,2022,AA,34,656671,Josh Maciejewski,660631,0,0,1,_2_,0,1
672664,2022,AA,39,675640,Braden Zarbnisky,677007,1,1,1,_2_,0,1
672664,2022,AA,47,669062,Erik Miller,661733,3,3,2,1__,1,0
672664,2022,AA,57,676546,Michael Gomez,663714,1,1,2,1__,1,0
672664,2022,AA,65,676546,Michael Gomez,620442,1,0,2,1__,1,0
672664,2022,AA,66,676546,Michael Gomez,687347,1,0,2,1__,1,0
672664,2022,AA,67,676546,Michael Gomez,660631,4,1,2,12_,0,1
672664,2022,AA,70,670062,Julian Garcia,661733,3,3,1,1__,1,0
672664,2022,AA,71,670062,Julian Garcia,665846,4,0,1,_2_,0,1
673894,2022,AA,1,676742,Cam Sanders,688005,4,1,0,1__,1,0
673894,2022,AA,2,676742,Cam Sanders,680574,1,0,1,12_,0,1
673894,2022,AA,6,674285,Eduardo Salazar,666624,2,3,1,1__,1,0
673894,2022,AA,7,674285,Eduardo Salazar,676369,4,1,1,_2_,0,1
673894,2022,AA,8,674285,Eduardo Salazar,668787,0,1,1,1_3,1,0
673894,2022,AA,9,674285,Eduardo Salazar,668664,4,0,1,12_,0,1
673894,2022,AA,17,642513,Julio Pinto,675628,0,0,0,_2_,0,1
673894,2022,AA,18,642513,Julio Pinto,666624,2,2,2,1_3,1,0
673894,2022,AA,20,642513,Julio Pinto,668787,3,2,3,1__,1,0
673894,2022,AA,22,676742,Cam Sanders,672279,4,0,0,_2_,0,1
673894,2022,AA,24,676742,Cam Sanders,680574,1,3,3,1__,1,0
673894,2022,AA,28,642513,Julio Pinto,676679,4,2,2,1__,1,0
673894,2022,AA,29,642513,Julio Pinto,666632,0,0,2,12_,0,1
673894,2022,AA,34,676742,Cam Sanders,686759,3,3,3,1__,1,0
673894,2022,AA,43,688585,Andy Fisher,690180,1,0,3,1__,1,0
673894,2022,AA,62,690345,Pedro Garcia,668664,4,0,0,1__,1,0
673894,2022,AA,64,690345,Pedro Garcia,676679,2,2,1,12_,0,1
672991,2022,AA,11,669435,Mitchell Kilkenny,657075,2,2,1,1__,1,0
672991,2022,AA,27,669435,Mitchell Kilkenny,663584,0,1,0,1__,1,0
672991,2022,AA,30,669435,Mitchell Kilkenny,663968,0,1,1,1__,1,0
672991,2022,AA,31,669435,Mitchell Kilkenny,682626,0,0,1,12_,0,1
672991,2022,AA,33,669435,Mitchell Kilkenny,677595,3,2,1,_2_,0,1
672991,2022,AA,34,682034,Trent Fennell,682239,3,3,3,1__,1,0
672991,2022,AA,38,676130,José Buttó,668845,3,3,3,1__,1,0
672991,2022,AA,42,682034,Trent Fennell,663858,1,2,2,1__,1,0
672991,2022,AA,62,640737,Kevin Gadea,686555,4,2,2,1__,1,0
672991,2022,AA,69,640737,Kevin Gadea,669911,0,0,1,1__,1,0
672991,2022,AA,78,656755,Bryce Montes de Oca,676939,4,1,2,1__,1,0
673390,2022,AA,2,680723,Drew Rom,665651,1,0,1,1__,1,0
673390,2022,AA,14,676804,Jake Dahlberg,647228,0,2,2,1__,1,0
673390,2022,AA,17,680723,Drew Rom,669717,4,2,0,1__,1,0
673390,2022,AA,18,680723,Drew Rom,665651,4,2,0,12_,0,1
673390,2022,AA,22,680723,Drew Rom,668785,0,1,2,1_3,1,0
